ID,Prob1
21861, 0.19
21862, 0.30
21863, 0.86
21864, 0.32
21865, 0.03
21866, 0.38
21867, 0.31
21868, 0.19
21869, 0.43
21870, 0.40
21871, 0.26
21872, 0.21
21873, 0.35
21874, 0.19
21875, 0.41
21876, 0.19
21877, 0.34
21878, 0.22
21879, 0.25
21880, 0.40
21881, 0.45
21882, 0.74
21883, 0.31
21884, 0.45
21885, 0.33
21886, 0.71
21887, 0.28
21888, 0.32
21889, 0.32
21890, 0.20
21891, 0.03
21892, 0.38
21893, 0.70
21894, 0.47
21895, 0.24
21896, 0.57
21897, 0.34
21898, 0.88
21899, 0.04
21900, 0.11
21901, 0.05
21902, 0.30
21903, 0.46
21904, 0.29
21905, 0.34
21906, 0.12
21907, 0.03
21908, 0.05
21909, 0.01
21910, 0.46
21911, 0.51
21912, 0.04
21913, 0.05
21914, 0.16
21915, 0.30
21916, 0.18
21917, 0.28
21918, 0.45
21919, 0.36
21920, 0.17
21921, 0.30
21922, 0.19
21923, 0.05
21924, 0.35
21925, 0.65
21926, 0.20
21927, 0.43
21928, 0.35
21929, 0.67
21930, 0.14
21931, 0.12
21932, 0.81
21933, 0.29
21934, 0.71
21935, 0.85
21936, 0.27
21937, 0.20
21938, 0.41
21939, 0.13
21940, 0.30
21941, 0.34
21942, 0.40
21943, 0.97
21944, 0.17
21945, 0.30
21946, 0.02
21947, 0.20
21948, 0.25
21949, 0.30
21950, 0.21
21951, 0.15
21952, 0.44
21953, 0.46
21954, 0.34
21955, 0.07
21956, 0.12
21957, 0.33
21958, 0.88
21959, 0.85
21960, 0.52
21961, 0.96
21962, 0.35
21963, 0.00
21964, 0.33
21965, 0.20
21966, 0.05
21967, 0.08
21968, 0.56
21969, 0.32
21970, 0.64
21971, 0.21
21972, 0.48
21973, 0.23
21974, 0.67
21975, 0.35
21976, 0.18
21977, 0.28
21978, 0.86
21979, 0.77
21980, 0.02
21981, 0.11
21982, 0.25
21983, 0.30
21984, 0.17
21985, 0.23
21986, 0.04
21987, 0.18
21988, 0.88
21989, 0.03
21990, 0.27
21991, 0.40
21992, 0.97
21993, 0.51
21994, 0.77
21995, 0.32
21996, 0.80
21997, 0.01
21998, 0.34
21999, 0.03
22000, 0.16
22001, 0.86
22002, 0.22
22003, 0.62
22004, 0.10
22005, 0.72
22006, 0.30
22007, 0.22
22008, 0.89
22009, 0.02
22010, 0.05
22011, 0.34
22012, 0.52
22013, 0.05
22014, 0.14
22015, 0.19
22016, 0.21
22017, 0.22
22018, 0.36
22019, 0.42
22020, 0.05
22021, 0.11
22022, 0.12
22023, 0.17
22024, 0.65
22025, 0.09
22026, 0.15
22027, 0.40
22028, 0.46
22029, 0.24
22030, 0.16
22031, 0.24
22032, 0.68
22033, 0.21
22034, 0.45
22035, 0.32
22036, 0.44
22037, 0.51
22038, 0.41
22039, 0.95
22040, 0.19
22041, 0.28
22042, 0.30
22043, 0.48
22044, 0.01
22045, 0.27
22046, 0.28
22047, 0.67
22048, 0.56
22049, 0.36
22050, 0.52
22051, 0.46
22052, 0.30
22053, 0.12
22054, 0.24
22055, 0.14
22056, 0.16
22057, 0.04
22058, 0.29
22059, 0.26
22060, 0.21
22061, 0.08
22062, 0.22
22063, 0.30
22064, 0.81
22065, 0.22
22066, 0.99
22067, 0.32
22068, 0.43
22069, 0.34
22070, 0.42
22071, 0.08
22072, 0.33
22073, 0.62
22074, 0.31
22075, 0.41
22076, 0.66
22077, 0.16
22078, 0.17
22079, 0.05
22080, 0.47
22081, 0.19
22082, 0.20
22083, 0.11
22084, 0.01
22085, 0.36
22086, 0.35
22087, 0.33
22088, 0.01
22089, 0.36
22090, 0.25
22091, 0.79
22092, 0.51
22093, 0.53
22094, 0.29
22095, 0.15
22096, 0.50
22097, 0.39
22098, 0.42
22099, 0.17
22100, 0.26
22101, 0.31
22102, 0.19
22103, 0.26
22104, 0.19
22105, 0.17
22106, 0.36
22107, 0.05
22108, 0.55
22109, 0.02
22110, 0.57
22111, 0.03
22112, 0.24
22113, 0.25
22114, 0.54
22115, 0.34
22116, 0.01
22117, 0.05
22118, 0.60
22119, 0.38
22120, 0.52
22121, 0.16
22122, 0.96
22123, 0.23
22124, 0.36
22125, 0.31
22126, 0.27
22127, 0.89
22128, 0.21
22129, 0.42
22130, 0.17
22131, 0.68
22132, 0.71
22133, 0.33
22134, 0.14
22135, 0.59
22136, 0.24
22137, 0.90
22138, 0.32
22139, 0.33
22140, 0.21
22141, 0.28
22142, 0.03
22143, 0.03
22144, 0.01
22145, 0.04
22146, 0.34
22147, 0.17
22148, 0.14
22149, 0.39
22150, 0.39
22151, 0.36
22152, 0.12
22153, 0.35
22154, 0.22
22155, 0.24
22156, 0.25
22157, 0.19
22158, 0.15
22159, 0.35
22160, 0.21
22161, 0.19
22162, 0.35
22163, 0.27
22164, 0.46
22165, 0.44
22166, 0.33
22167, 0.05
22168, 0.16
22169, 0.72
22170, 0.21
22171, 0.25
22172, 0.05
22173, 0.70
22174, 0.31
22175, 0.85
22176, 0.24
22177, 0.57
22178, 0.07
22179, 0.35
22180, 0.05
22181, 0.66
22182, 0.25
22183, 0.23
22184, 0.25
22185, 0.51
22186, 0.32
22187, 0.51
22188, 0.39
22189, 0.23
22190, 0.65
22191, 0.14
22192, 0.76
22193, 0.21
22194, 0.16
22195, 0.21
22196, 0.54
22197, 0.37
22198, 0.62
22199, 0.33
22200, 0.99
22201, 0.32
22202, 0.45
22203, 0.19
22204, 0.19
22205, 0.18
22206, 0.36
22207, 0.12
22208, 0.28
22209, 0.19
22210, 0.29
22211, 0.16
22212, 0.97
22213, 0.45
22214, 0.64
22215, 0.14
22216, 0.97
22217, 0.30
22218, 0.15
22219, 0.11
22220, 0.19
22221, 0.25
22222, 0.57
22223, 0.21
22224, 0.25
22225, 0.56
22226, 0.00
22227, 0.09
22228, 0.36
22229, 0.35
22230, 0.35
22231, 0.08
22232, 0.04
22233, 0.23
22234, 0.72
22235, 0.03
22236, 0.03
22237, 0.60
22238, 0.17
22239, 0.60
22240, 0.17
22241, 0.35
22242, 0.05
22243, 0.23
22244, 0.31
22245, 0.07
22246, 0.47
22247, 0.18
22248, 0.33
22249, 0.60
22250, 0.25
22251, 0.45
22252, 0.18
22253, 0.47
22254, 0.74
22255, 0.93
22256, 0.34
22257, 0.25
22258, 0.84
22259, 0.54
22260, 0.27
22261, 0.37
22262, 0.32
22263, 0.74
22264, 0.26
22265, 0.16
22266, 0.28
22267, 0.35
22268, 0.72
22269, 0.75
22270, 0.04
22271, 0.89
22272, 0.22
22273, 0.04
22274, 0.03
22275, 0.26
22276, 0.33
22277, 0.37
22278, 0.34
22279, 0.54
22280, 0.42
22281, 0.68
22282, 0.19
22283, 0.60
22284, 0.20
22285, 0.12
22286, 0.45
22287, 0.24
22288, 0.43
22289, 0.02
22290, 0.62
22291, 0.65
22292, 0.55
22293, 0.89
22294, 0.11
22295, 0.61
22296, 0.49
22297, 0.20
22298, 0.27
22299, 0.45
22300, 0.01
22301, 0.30
22302, 0.17
22303, 0.30
22304, 0.05
22305, 0.26
22306, 0.25
22307, 0.27
22308, 0.40
22309, 0.68
22310, 0.04
22311, 0.46
22312, 0.40
22313, 0.24
22314, 0.35
22315, 0.17
22316, 0.18
22317, 0.19
22318, 0.77
22319, 0.16
22320, 0.17
22321, 0.19
22322, 0.27
22323, 0.52
22324, 0.37
22325, 0.02
22326, 0.68
22327, 0.17
22328, 0.43
22329, 0.06
22330, 0.29
22331, 0.86
22332, 0.72
22333, 0.28
22334, 0.13
22335, 0.81
22336, 0.47
22337, 0.34
22338, 0.44
22339, 0.26
22340, 0.29
22341, 0.28
22342, 0.04
22343, 0.48
22344, 0.31
22345, 0.43
22346, 0.84
22347, 0.72
22348, 0.03
22349, 0.15
22350, 0.19
22351, 0.21
22352, 0.33
22353, 0.10
22354, 0.33
22355, 0.58
22356, 0.41
22357, 0.05
22358, 0.17
22359, 0.35
22360, 0.29
22361, 0.96
22362, 0.68
22363, 0.56
22364, 0.24
22365, 0.21
22366, 0.25
22367, 0.83
22368, 0.26
22369, 0.36
22370, 0.65
22371, 0.22
22372, 0.21
22373, 0.22
22374, 0.23
22375, 0.05
22376, 0.19
22377, 0.21
22378, 0.61
22379, 0.34
22380, 0.36
22381, 0.35
22382, 0.83
22383, 0.21
22384, 0.67
22385, 0.74
22386, 0.22
22387, 0.04
22388, 0.35
22389, 0.03
22390, 0.34
22391, 0.01
22392, 0.33
22393, 0.33
22394, 0.50
22395, 0.17
22396, 0.36
22397, 0.65
22398, 0.29
22399, 0.58
22400, 0.41
22401, 0.69
22402, 0.20
22403, 0.19
22404, 0.33
22405, 0.53
22406, 0.55
22407, 0.34
22408, 0.01
22409, 0.15
22410, 0.34
22411, 0.29
22412, 0.37
22413, 0.26
22414, 0.60
22415, 0.17
22416, 0.40
22417, 0.05
22418, 0.29
22419, 0.47
22420, 0.60
22421, 0.03
22422, 0.43
22423, 0.46
22424, 0.19
22425, 0.59
22426, 0.24
22427, 0.36
22428, 0.30
22429, 0.05
22430, 0.08
22431, 0.53
22432, 0.38
22433, 0.86
22434, 0.05
22435, 0.44
22436, 0.12
22437, 0.23
22438, 0.83
22439, 0.79
22440, 0.28
22441, 0.46
22442, 0.18
22443, 0.24
22444, 0.25
22445, 0.05
22446, 0.52
22447, 0.36
22448, 0.29
22449, 0.25
22450, 0.19
22451, 0.48
22452, 0.60
22453, 0.51
22454, 0.54
22455, 0.43
22456, 0.17
22457, 0.35
22458, 0.20
22459, 0.22
22460, 0.17
22461, 0.85
22462, 0.25
22463, 0.16
22464, 0.53
22465, 0.10
22466, 0.53
22467, 0.28
22468, 0.06
22469, 0.32
22470, 0.63
22471, 0.15
22472, 0.15
22473, 0.27
22474, 0.89
22475, 0.16
22476, 0.27
22477, 0.24
22478, 0.46
22479, 0.30
22480, 0.61
22481, 0.26
22482, 0.18
22483, 0.24
22484, 0.51
22485, 0.48
22486, 0.33
22487, 0.45
22488, 0.10
22489, 0.01
22490, 0.22
22491, 0.22
22492, 0.15
22493, 0.19
22494, 0.54
22495, 0.19
22496, 0.29
22497, 0.24
22498, 0.30
22499, 0.77
22500, 0.17
22501, 0.52
22502, 0.28
22503, 0.88
22504, 0.20
22505, 0.05
22506, 0.29
22507, 0.20
22508, 0.01
22509, 0.02
22510, 0.25
22511, 0.95
22512, 0.26
22513, 0.17
22514, 0.50
22515, 0.55
22516, 0.28
22517, 0.32
22518, 0.85
22519, 0.05
22520, 0.33
22521, 0.16
22522, 0.19
22523, 0.43
22524, 0.15
22525, 0.81
22526, 0.02
22527, 0.36
22528, 0.24
22529, 0.01
22530, 0.38
22531, 0.84
22532, 0.06
22533, 0.08
22534, 0.79
22535, 0.40
22536, 0.26
22537, 0.40
22538, 0.05
22539, 0.20
22540, 0.04
22541, 0.41
22542, 0.46
22543, 0.36
22544, 0.34
22545, 0.44
22546, 0.38
22547, 0.08
22548, 0.17
22549, 0.02
22550, 0.19
22551, 0.41
22552, 0.07
22553, 0.75
22554, 0.50
22555, 0.27
22556, 0.41
22557, 0.10
22558, 0.97
22559, 0.24
22560, 0.14
22561, 0.45
22562, 0.45
22563, 0.54
22564, 0.52
22565, 0.42
22566, 0.30
22567, 0.29
22568, 0.33
22569, 0.45
22570, 0.39
22571, 0.03
22572, 0.19
22573, 0.27
22574, 0.17
22575, 0.24
22576, 0.26
22577, 0.19
22578, 0.26
22579, 0.18
22580, 0.05
22581, 0.43
22582, 0.01
22583, 0.52
22584, 0.38
22585, 0.25
22586, 0.05
22587, 0.46
22588, 0.04
22589, 0.46
22590, 0.20
22591, 0.02
22592, 0.59
22593, 0.95
22594, 0.01
22595, 0.30
22596, 0.19
22597, 0.99
22598, 0.25
22599, 0.41
22600, 0.24
22601, 0.21
22602, 0.43
22603, 0.23
22604, 0.89
22605, 0.51
22606, 0.27
22607, 0.23
22608, 0.02
22609, 0.57
22610, 0.02
22611, 0.37
22612, 0.23
22613, 0.32
22614, 0.26
22615, 0.04
22616, 0.26
22617, 0.29
22618, 0.52
22619, 0.54
22620, 0.34
22621, 0.50
22622, 0.20
22623, 0.95
22624, 0.31
22625, 0.32
22626, 0.25
22627, 0.03
22628, 0.65
22629, 0.25
22630, 0.97
22631, 0.22
22632, 0.98
22633, 0.33
22634, 0.98
22635, 0.05
22636, 0.27
22637, 0.26
22638, 0.77
22639, 0.24
22640, 0.35
22641, 0.22
22642, 0.55
22643, 0.75
22644, 0.59
22645, 0.23
22646, 0.47
22647, 0.96
22648, 0.15
22649, 0.20
22650, 0.20
22651, 0.19
22652, 0.22
22653, 0.41
22654, 0.34
22655, 0.37
22656, 0.21
22657, 0.03
22658, 0.46
22659, 0.26
22660, 0.03
22661, 0.99
22662, 0.28
22663, 0.02
22664, 0.67
22665, 0.12
22666, 0.24
22667, 0.48
22668, 0.75
22669, 0.29
22670, 0.29
22671, 0.33
22672, 0.15
22673, 0.42
22674, 0.82
22675, 0.56
22676, 0.19
22677, 0.70
22678, 0.66
22679, 0.21
22680, 0.81
22681, 0.84
22682, 0.53
22683, 0.68
22684, 0.30
22685, 0.21
22686, 0.31
22687, 0.80
22688, 0.19
22689, 0.09
22690, 0.07
22691, 0.31
22692, 0.29
22693, 0.04
22694, 0.33
22695, 0.34
22696, 0.30
22697, 0.40
22698, 0.19
22699, 0.19
22700, 0.24
22701, 0.22
22702, 0.68
22703, 0.34
22704, 0.55
22705, 0.28
22706, 0.80
22707, 0.15
22708, 0.20
22709, 0.69
22710, 0.91
22711, 0.30
22712, 0.05
22713, 0.35
22714, 0.38
22715, 0.27
22716, 0.96
22717, 0.38
22718, 0.04
22719, 0.27
22720, 0.35
22721, 0.25
22722, 0.21
22723, 0.43
22724, 0.24
22725, 0.10
22726, 0.58
22727, 0.26
22728, 0.74
22729, 0.17
22730, 0.26
22731, 0.95
22732, 0.33
22733, 0.19
22734, 0.40
22735, 0.42
22736, 0.26
22737, 0.21
22738, 0.04
22739, 0.06
22740, 0.40
22741, 0.30
22742, 0.15
22743, 0.75
22744, 0.40
22745, 0.25
22746, 0.29
22747, 0.21
22748, 0.83
22749, 0.03
22750, 0.30
22751, 0.72
22752, 0.84
22753, 0.69
22754, 0.42
22755, 0.99
22756, 0.26
22757, 0.38
22758, 0.73
22759, 0.04
22760, 0.02
22761, 0.35
22762, 0.45
22763, 0.79
22764, 0.25
22765, 0.26
22766, 0.26
22767, 0.18
22768, 0.15
22769, 0.81
22770, 0.16
22771, 0.40
22772, 0.28
22773, 0.17
22774, 0.04
22775, 0.03
22776, 0.19
22777, 0.34
22778, 0.42
22779, 0.01
22780, 0.04
22781, 0.45
22782, 0.03
22783, 0.65
22784, 0.46
22785, 0.65
22786, 0.06
22787, 0.30
22788, 0.18
22789, 0.35
22790, 0.45
22791, 0.29
22792, 0.26
22793, 0.85
22794, 0.21
22795, 0.68
22796, 0.19
22797, 0.04
22798, 0.05
22799, 0.37
22800, 0.86
22801, 0.14
22802, 0.46
22803, 0.01
22804, 0.55
22805, 0.54
22806, 0.35
22807, 0.16
22808, 0.30
22809, 0.11
22810, 0.20
22811, 0.08
22812, 0.76
22813, 0.31
22814, 0.19
22815, 0.51
22816, 0.54
22817, 0.10
22818, 0.30
22819, 0.21
22820, 0.90
22821, 0.35
22822, 0.28
22823, 0.14
22824, 0.38
22825, 0.01
22826, 0.10
22827, 0.27
22828, 0.01
22829, 0.25
22830, 0.33
22831, 0.21
22832, 0.25
22833, 0.24
22834, 0.08
22835, 0.21
22836, 0.35
22837, 0.35
22838, 0.22
22839, 0.38
22840, 0.55
22841, 0.30
22842, 0.08
22843, 0.21
22844, 0.19
22845, 0.05
22846, 0.69
22847, 0.56
22848, 0.28
22849, 0.15
22850, 0.71
22851, 0.68
22852, 0.51
22853, 0.61
22854, 0.07
22855, 0.75
22856, 0.56
22857, 0.24
22858, 0.22
22859, 0.24
22860, 0.09
22861, 0.43
22862, 0.44
22863, 0.51
22864, 0.36
22865, 0.25
22866, 0.65
22867, 0.69
22868, 0.54
22869, 0.25
22870, 0.03
22871, 0.30
22872, 0.53
22873, 0.28
22874, 0.25
22875, 0.88
22876, 0.17
22877, 0.19
22878, 0.21
22879, 0.43
22880, 0.21
22881, 0.21
22882, 0.44
22883, 0.80
22884, 0.33
22885, 0.30
22886, 0.08
22887, 0.95
22888, 0.79
22889, 0.36
22890, 0.21
22891, 0.42
22892, 0.50
22893, 0.48
22894, 0.76
22895, 0.72
22896, 0.26
22897, 0.78
22898, 0.96
22899, 0.46
22900, 0.40
22901, 0.68
22902, 0.26
22903, 0.34
22904, 0.29
22905, 0.32
22906, 0.71
22907, 0.35
22908, 0.41
22909, 0.36
22910, 0.25
22911, 0.04
22912, 0.61
22913, 0.15
22914, 0.46
22915, 0.07
22916, 0.37
22917, 0.16
22918, 0.44
22919, 0.30
22920, 0.35
22921, 0.01
22922, 0.04
22923, 0.08
22924, 0.12
22925, 0.34
22926, 0.19
22927, 0.04
22928, 0.61
22929, 0.01
22930, 0.05
22931, 0.89
22932, 0.19
22933, 0.38
22934, 0.05
22935, 0.18
22936, 0.74
22937, 0.19
22938, 0.34
22939, 0.43
22940, 0.40
22941, 0.35
22942, 0.49
22943, 0.26
22944, 0.51
22945, 0.14
22946, 0.30
22947, 0.97
22948, 0.35
22949, 0.34
22950, 0.42
22951, 0.34
22952, 0.45
22953, 0.02
22954, 0.11
22955, 0.30
22956, 0.21
22957, 0.76
22958, 0.19
22959, 0.52
22960, 0.25
22961, 0.15
22962, 0.41
22963, 0.81
22964, 0.30
22965, 0.30
22966, 0.17
22967, 0.65
22968, 0.18
22969, 0.33
22970, 0.45
22971, 0.80
22972, 0.51
22973, 0.03
22974, 0.31
22975, 0.19
22976, 0.20
22977, 0.22
22978, 0.25
22979, 0.64
22980, 0.18
22981, 0.28
22982, 0.50
22983, 0.04
22984, 0.43
22985, 0.41
22986, 0.28
22987, 0.52
22988, 0.16
22989, 0.19
22990, 0.41
22991, 0.26
22992, 0.26
22993, 0.26
22994, 0.03
22995, 0.97
22996, 0.24
22997, 0.36
22998, 0.62
22999, 0.28
23000, 0.25
23001, 0.22
23002, 0.21
23003, 0.51
23004, 0.10
23005, 0.55
23006, 0.20
23007, 0.21
23008, 0.33
23009, 0.41
23010, 0.04
23011, 0.56
23012, 0.39
23013, 0.36
23014, 0.93
23015, 0.15
23016, 0.77
23017, 0.21
23018, 0.30
23019, 0.03
23020, 0.72
23021, 0.21
23022, 0.41
23023, 0.20
23024, 0.43
23025, 0.54
23026, 0.12
23027, 0.46
23028, 0.47
23029, 0.85
23030, 0.33
23031, 0.36
23032, 0.02
23033, 0.29
23034, 0.43
23035, 0.60
23036, 0.04
23037, 0.60
23038, 0.28
23039, 0.74
23040, 0.19
23041, 0.67
23042, 0.11
23043, 0.25
23044, 0.50
23045, 0.26
23046, 0.52
23047, 0.30
23048, 0.12
23049, 0.41
23050, 0.77
23051, 0.60
23052, 0.26
23053, 0.75
23054, 0.19
23055, 0.52
23056, 0.64
23057, 0.04
23058, 0.28
23059, 0.33
23060, 0.58
23061, 0.16
23062, 0.25
23063, 0.16
23064, 0.31
23065, 0.22
23066, 0.19
23067, 0.98
23068, 0.03
23069, 0.54
23070, 0.25
23071, 0.44
23072, 0.84
23073, 0.54
23074, 0.23
23075, 0.30
23076, 0.52
23077, 0.05
23078, 0.04
23079, 0.33
23080, 0.16
23081, 0.01
23082, 0.67
23083, 0.53
23084, 0.59
23085, 0.27
23086, 0.24
23087, 0.51
23088, 0.44
23089, 0.45
23090, 0.23
23091, 0.32
23092, 0.04
23093, 0.22
23094, 0.25
23095, 0.19
23096, 0.40
23097, 0.46
23098, 0.36
23099, 0.24
23100, 0.24
23101, 0.33
23102, 0.23
23103, 0.21
23104, 0.04
23105, 0.26
23106, 0.84
23107, 0.33
23108, 0.33
23109, 0.76
23110, 0.05
23111, 0.42
23112, 0.21
23113, 0.54
23114, 0.45
23115, 0.04
23116, 0.35
23117, 0.82
23118, 0.05
23119, 0.36
23120, 0.55
23121, 0.96
23122, 0.97
23123, 0.52
23124, 0.28
23125, 0.07
23126, 0.74
23127, 0.01
23128, 0.03
23129, 0.04
23130, 0.22
23131, 0.05
23132, 0.36
23133, 0.91
23134, 0.12
23135, 0.79
23136, 0.04
23137, 0.31
23138, 0.28
23139, 0.29
23140, 0.24
23141, 0.33
23142, 0.26
23143, 0.25
23144, 0.95
23145, 0.11
23146, 0.03
23147, 0.96
23148, 0.52
23149, 0.42
23150, 0.32
23151, 0.18
23152, 0.25
23153, 0.49
23154, 0.97
23155, 0.51
23156, 0.68
23157, 0.27
23158, 0.24
23159, 0.40
23160, 0.54
23161, 0.43
23162, 0.67
23163, 0.61
23164, 0.27
23165, 0.71
23166, 0.20
23167, 0.26
23168, 0.25
23169, 0.92
23170, 0.45
23171, 0.58
23172, 0.19
23173, 0.27
23174, 0.86
23175, 0.34
23176, 0.41
23177, 0.35
23178, 0.30
23179, 0.31
23180, 0.37
23181, 0.25
23182, 0.32
23183, 0.54
23184, 0.88
23185, 0.15
23186, 0.59
23187, 0.55
23188, 0.17
23189, 0.81
23190, 0.36
23191, 0.30
23192, 0.96
23193, 0.38
23194, 0.24
23195, 0.35
23196, 0.86
23197, 0.63
23198, 0.74
23199, 0.56
23200, 0.32
23201, 0.34
23202, 0.04
23203, 0.05
23204, 0.21
23205, 0.34
23206, 0.96
23207, 0.71
23208, 0.23
23209, 0.25
23210, 0.15
23211, 0.36
23212, 0.70
23213, 0.90
23214, 0.30
23215, 0.35
23216, 0.04
23217, 0.01
23218, 0.16
23219, 0.04
23220, 0.43
23221, 0.16
23222, 0.57
23223, 0.52
23224, 0.40
23225, 0.05
23226, 0.03
23227, 0.69
23228, 0.35
23229, 0.33
23230, 0.43
23231, 0.33
23232, 0.47
23233, 0.28
23234, 0.35
23235, 0.30
23236, 0.34
23237, 0.49
23238, 0.40
23239, 0.25
23240, 0.24
23241, 0.98
23242, 0.22
23243, 0.81
23244, 0.05
23245, 0.30
23246, 0.53
23247, 0.16
23248, 0.01
23249, 0.30
23250, 0.68
23251, 0.36
23252, 0.24
23253, 0.54
23254, 0.19
23255, 0.13
23256, 0.46
23257, 0.96
23258, 0.15
23259, 0.03
23260, 0.24
23261, 0.19
23262, 0.08
23263, 0.25
23264, 0.17
23265, 0.76
23266, 0.25
23267, 0.02
23268, 0.21
23269, 0.21
23270, 0.24
23271, 0.25
23272, 0.80
23273, 0.21
23274, 0.40
23275, 0.28
23276, 0.60
23277, 0.40
23278, 0.26
23279, 0.35
23280, 0.17
23281, 0.15
23282, 0.29
23283, 0.04
23284, 0.18
23285, 0.36
23286, 0.20
23287, 0.30
23288, 0.25
23289, 0.21
23290, 0.34
23291, 0.47
23292, 0.05
23293, 0.52
23294, 0.47
23295, 0.21
23296, 0.32
23297, 0.76
23298, 0.34
23299, 0.04
23300, 0.16
23301, 0.25
23302, 0.33
23303, 0.18
23304, 0.46
23305, 0.43
23306, 0.16
23307, 0.09
23308, 0.05
23309, 0.30
23310, 0.67
23311, 0.30
23312, 0.69
23313, 0.03
23314, 0.28
23315, 0.25
23316, 0.12
23317, 0.43
23318, 0.55
23319, 0.32
23320, 0.19
23321, 0.42
23322, 0.15
23323, 0.17
23324, 0.22
23325, 0.25
23326, 0.04
23327, 0.42
23328, 0.32
23329, 0.96
23330, 0.32
23331, 0.10
23332, 0.55
23333, 0.28
23334, 0.09
23335, 0.34
23336, 0.13
23337, 0.10
23338, 0.45
23339, 0.25
23340, 0.57
23341, 0.23
23342, 0.03
23343, 0.33
23344, 0.29
23345, 0.38
23346, 0.38
23347, 0.15
23348, 0.32
23349, 0.29
23350, 0.16
23351, 0.14
23352, 0.85
23353, 0.95
23354, 0.65
23355, 0.55
23356, 0.25
23357, 0.46
23358, 0.26
23359, 0.53
23360, 0.30
23361, 0.46
23362, 0.01
23363, 0.09
23364, 0.50
23365, 0.07
23366, 0.33
23367, 0.53
23368, 0.42
23369, 0.34
23370, 0.21
23371, 0.07
23372, 0.25
23373, 0.58
23374, 0.97
23375, 0.50
23376, 0.25
23377, 0.36
23378, 0.36
23379, 0.05
23380, 0.10
23381, 0.54
23382, 0.30
23383, 0.32
23384, 0.17
23385, 0.18
23386, 0.86
23387, 0.77
23388, 0.22
23389, 0.05
23390, 0.30
23391, 0.32
23392, 0.21
23393, 0.36
23394, 0.39
23395, 0.26
23396, 0.25
23397, 0.02
23398, 0.36
23399, 0.24
23400, 0.36
23401, 0.17
23402, 0.18
23403, 0.21
23404, 0.04
23405, 0.18
23406, 0.33
23407, 0.16
23408, 0.18
23409, 0.26
23410, 0.23
23411, 0.21
23412, 0.03
23413, 0.34
23414, 0.36
23415, 0.36
23416, 0.51
23417, 0.12
23418, 0.36
23419, 0.22
23420, 0.58
23421, 0.31
23422, 0.99
23423, 0.03
23424, 0.58
23425, 0.22
23426, 0.35
23427, 0.04
23428, 0.22
23429, 0.24
23430, 0.12
23431, 0.43
23432, 0.81
23433, 0.77
23434, 0.30
23435, 0.25
23436, 0.23
23437, 0.03
23438, 0.53
23439, 0.17
23440, 0.18
23441, 0.05
23442, 0.24
23443, 0.35
23444, 0.69
23445, 0.38
23446, 0.84
23447, 0.38
23448, 0.17
23449, 0.45
23450, 0.09
23451, 0.40
23452, 0.88
23453, 0.01
23454, 0.50
23455, 0.39
23456, 0.43
23457, 0.30
23458, 0.17
23459, 0.69
23460, 0.05
23461, 0.04
23462, 0.96
23463, 0.21
23464, 0.40
23465, 0.25
23466, 0.12
23467, 0.51
23468, 0.71
23469, 0.25
23470, 0.15
23471, 0.12
23472, 0.36
23473, 0.88
23474, 0.03
23475, 0.32
23476, 0.29
23477, 0.17
23478, 0.17
23479, 0.19
23480, 0.25
23481, 0.77
23482, 0.24
23483, 0.19
23484, 0.53
23485, 0.07
23486, 0.21
23487, 0.43
23488, 0.49
23489, 0.97
23490, 0.16
23491, 0.91
23492, 0.18
23493, 0.30
23494, 0.17
23495, 0.23
23496, 0.90
23497, 0.44
23498, 0.17
23499, 0.23
23500, 0.43
23501, 0.10
23502, 0.85
23503, 0.33
23504, 0.23
23505, 0.95
23506, 0.58
23507, 0.00
23508, 0.88
23509, 0.15
23510, 0.05
23511, 0.65
23512, 0.46
23513, 0.98
23514, 0.03
23515, 0.95
23516, 0.22
23517, 0.48
23518, 0.04
23519, 0.96
23520, 0.43
23521, 0.81
23522, 0.01
23523, 0.75
23524, 0.36
23525, 0.15
23526, 0.28
23527, 0.56
23528, 0.12
23529, 0.59
23530, 0.34
23531, 0.31
23532, 0.15
23533, 0.08
23534, 0.57
23535, 0.34
23536, 0.04
23537, 0.05
23538, 0.24
23539, 0.50
23540, 0.50
23541, 0.25
23542, 0.44
23543, 0.16
23544, 0.23
23545, 0.25
23546, 0.20
23547, 0.44
23548, 0.15
23549, 0.19
23550, 0.41
23551, 0.30
23552, 0.26
23553, 0.62
23554, 0.19
23555, 0.33
23556, 0.25
23557, 0.19
23558, 0.69
23559, 0.50
23560, 0.23
23561, 0.25
23562, 0.34
23563, 0.04
23564, 0.39
23565, 0.21
23566, 0.43
23567, 0.34
23568, 0.04
23569, 0.05
23570, 0.02
23571, 0.25
23572, 0.31
23573, 0.25
23574, 0.36
23575, 0.98
23576, 0.29
23577, 0.17
23578, 0.24
23579, 0.15
23580, 0.26
23581, 0.81
23582, 0.33
23583, 0.36
23584, 0.15
23585, 0.28
23586, 0.13
23587, 0.12
23588, 0.01
23589, 0.30
23590, 0.46
23591, 0.30
23592, 0.46
23593, 0.30
23594, 0.28
23595, 0.56
23596, 0.35
23597, 0.07
23598, 0.20
23599, 0.24
23600, 0.75
23601, 0.20
23602, 0.03
23603, 0.64
23604, 0.23
23605, 0.32
23606, 0.07
23607, 0.26
23608, 0.44
23609, 0.24
